REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,REC_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
1,投诉,3,环保水务,@坪山,1,1,742,坪山区,10004,114553,102,0,1,1536,马峦街道,2018/10/29 22:45,103,0,超时施工,2,-,坪环社区,环境保护和水务局,建筑施工噪声,133
1,投诉,3,环保水务,@坪山,1,1,472,坪山区,10013,114555,101,0,1,1920,龙田街道,2018/10/29 22:49,103,0,机动车噪声,2,-,竹坑社区,市交警支队坪山大队,交通运输噪声,136
1,咨询,8,劳动社保,政府信箱,1,1,977,坪山区,10005,114556,104,0,1,1424,坪山街道,2018/10/29 22:54,104,0,最低工资标准,3,-,坪山社区,区委组织部,劳动就业,34
1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10014,114557,101,0,1,1889,龙田街道,2018/10/29 23:08,103,0,公共交通管理,2,-,老坑社区,坪山交通运输局,公共交通管理,193
1,投诉,3,环保水务,政府信箱,1,1,742,坪山区,10018,114558,101,0,1,1536,龙田街道,2018/10/29 23:19,104,0,超时施工,2,-,南布社区,环境保护和水务局,建筑施工噪声,133
1,投诉,3,环保水务,12319,1,1,742,坪山区,10018,114559,101,0,1,1536,龙田街道,2018/10/29 23:20,12,0,超时施工,2,-,南布社区,环境保护和水务局,建筑施工噪声,133
1,投诉,17,社区管理,@坪山,1,1,408,坪山区,10020,114560,101,0,1,1889,龙田街道,2018/10/29 23:25,103,0,社区公共管理,2,-,龙田社区,坪山交通运输局,社区公共管理,118
1,投诉,3,环保水务,12319,1,1,465,坪山区,10022,114563,105,0,1,1772,坑梓街道,2018/10/30 2:34,12,0,商业经营红线内噪声,2,-,秀新社区,城管办（坑梓街道办事处）,商业经营噪声,134
1,投诉,3,环保水务,@坪山,1,1,484,坪山区,10003,114564,102,0,1,1536,马峦街道,2018/10/30 4:54,103,0,工业废气,2,-,江岭社区,环境保护和水务局,工业、住宅废气扰民,139
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10019,114565,105,0,1,1583,坑梓街道,2018/10/30 6:32,102,0,绿化带养护,2,-,金沙社区,城市管理局,绿化养护,176
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10019,114566,105,0,1,1583,坑梓街道,2018/10/30 6:32,102,0,绿化带养护,2,-,金沙社区,城市管理局,绿化养护,176
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10022,114567,105,0,1,1583,坑梓街道,2018/10/30 6:47,102,0,绿化带养护,2,-,秀新社区,城市管理局,绿化养护,176
1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10007,114568,104,0,1,8484,坪山街道,2018/10/30 7:07,102,0,无照经营游商,2,-,六联社区,坪山街道综合执法队（坪山街道办事处）,占道经营,178
1,投诉,3,环保水务,@坪山,1,1,472,坪山区,10013,114570,101,0,1,1920,龙田街道,2018/10/30 7:30,103,0,机动车噪声,2,-,竹坑社区,市交警支队坪山大队,交通运输噪声,136
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10022,114571,105,0,1,1770,坑梓街道,2018/10/30 7:37,102,0,绿化带养护,2,-,秀新社区,市政服务中心（坑梓街道办事处）,绿化养护,176
1,咨询,3,环保水务,@坪山,1,1,472,坪山区,10013,114572,101,0,1,1920,龙田街道,2018/10/30 7:39,103,0,机动车噪声,3,-,竹坑社区,市交警支队坪山大队,交通运输噪声,136
1,投诉,5,市容环卫,@坪山,1,1,602,坪山区,10012,114573,104,0,1,8484,坪山街道,2018/10/30 7:49,103,0,无照经营游商,2,-,六和社区,坪山街道综合执法队（坪山街道办事处）,占道经营,178
1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10022,122508,105,0,1,1772,坑梓街道,2018/11/18 9:22,102,0,无照经营游商,2,-,秀新社区,城管办（坑梓街道办事处）,占道经营,178
